Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,156.30348205566406,164.04049682617188,156.1847686767578,163.53591918945312,152.1953125,27906448
2010-01-05,162.2595977783203,167.14718627929688,153.24627685546875,160.6864776611328,149.54345703125,23669317
2010-01-06,162.2002410888672,162.93238830566406,159.3112335205078,160.93382263183594,149.773681640625,14990820
2010-01-07,161.17127990722656,161.9232177734375,154.34449768066406,155.43283081054688,144.65414428710938,22722030
2010-01-08,156.32327270507812,159.25186157226562,155.34378051757812,156.28370666503906,145.44602966308594,16495776
2010-01-11,158.1041717529297,158.1041717529297,154.7897186279297,156.3529510498047,145.51046752929688,11776347
2010-01-12,155.92752075195312,157.7084197998047,154.55227661132812,155.59112548828125,144.8014678955078,10657130
2010-01-13,155.33389282226562,157.19393920898438,152.78126525878906,155.32398986816406,144.55287170410156,17659374
2010-01-14,155.53176879882812,156.7783966064453,154.2554473876953,154.7699432373047,144.03724670410156,8626217
2010-01-15,154.93812561035156,158.99462890625,153.35511779785156,157.7480010986328,146.8087921142578,18955837
2010-01-18,157.0455322265625,161.01296997070312,155.38336181640625,160.4490203857422,149.32247924804688,18756613
2010-01-19,160.8744659423828,162.02215576171875,158.70770263671875,159.62783813476562,148.5582275390625,11559642
2010-01-20,160.28082275390625,160.7557373046875,158.11407470703125,159.2815399169922,148.2359619140625,10185363
2010-01-21,158.24269104003906,159.02430725097656,154.40386962890625,154.88865661621094,144.14772033691406,9291983
2010-01-22,150.8618621826172,155.82858276367188,149.19967651367188,153.95863342285156,143.2821807861328,12698513
2010-01-25,153.9883270263672,154.93812561035156,150.38694763183594,152.0985870361328,141.5511474609375,8448704
2010-01-27,148.80392456054688,150.8618621826172,140.73052978515625,142.06619262695312,132.21446228027344,16092885
2010-01-28,143.4612274169922,145.37075805664062,138.9595184326172,140.7107391357422,130.95297241210938,27120072
2010-01-29,139.50367736816406,140.8492431640625,132.87478637695312,137.3962860107422,127.86837768554688,20899408
2010-02-01,136.0803985595703,143.13473510742188,134.23023986816406,142.44216918945312,132.5643310546875,24102055
2010-02-02,144.45062255859375,146.4293975830078,139.51358032226562,140.3842315673828,130.64910888671875,21818956
2010-02-03,141.48245239257812,143.85699462890625,140.3644561767578,142.778564453125,132.87741088867188,11665708
2010-02-04,142.6697235107422,143.4612274169922,135.7637939453125,136.4563751220703,126.99362182617188,14364089
2010-02-05,132.57797241210938,134.2599334716797,130.23312377929688,133.0133056640625,123.78933715820312,22246872
2010-02-08,133.57725524902344,136.11997985839844,125.4049072265625,133.2210693359375,123.9826889038086,17350173
2010-02-09,131.63804626464844,136.1397705078125,131.40060424804688,133.83448791503906,124.55357360839844,13384786
2010-02-10,135.54612731933594,137.3270263671875,131.9843292236328,132.5186004638672,123.32893371582031,13442883
2010-02-11,133.56735229492188,136.91148376464844,133.2804412841797,136.10018920898438,126.66214752197266,10099224
2010-02-15,137.30723571777344,138.98919677734375,134.6556854248047,135.1800537109375,125.80582427978516,12144363
2010-02-16,135.961669921875,140.29519653320312,135.54612731933594,139.13760375976562,129.4889373779297,10227647
2010-02-17,140.49307250976562,142.8675994873047,140.10720825195312,140.78988647460938,131.0266571044922,12520479
2010-02-18,141.38351440429688,142.45205688476562,139.2068634033203,140.46339416503906,130.7227783203125,11860551
2010-02-19,139.30580139160156,140.3743438720703,136.0210418701172,138.47471618652344,128.8720245361328,12664376
2010-02-22,140.49307250976562,141.423095703125,138.8209991455078,139.51358032226562,129.83885192871094,8688478
2010-02-23,138.31642150878906,140.86903381347656,137.52490234375,138.45492553710938,128.8535919189453,13054284
2010-02-24,136.9312744140625,138.1877899169922,133.56735229492188,135.4373016357422,126.04524230957031,15428009
2010-02-25,136.1397705078125,136.1397705078125,130.8663330078125,132.06349182128906,122.90536499023438,23716569
2010-02-26,131.5885772705078,142.6004638671875,131.5885772705078,140.73052978515625,130.9713897705078,27928931
2010-03-02,142.4718475341797,159.80592346191406,142.4718475341797,157.9161834716797,146.9652862548828,49889228
2010-03-03,160.28082275390625,161.06243896484375,157.35223388671875,160.13241577148438,149.02784729003906,34628599
2010-03-04,160.0631561279297,164.17901611328125,158.13385009765625,160.8744659423828,149.7184295654297,36989165
2010-03-05,161.8638458251953,161.8638458251953,156.65966796875,157.1642608642578,146.26551818847656,27008963
2010-03-08,158.3020477294922,161.68576049804688,156.94659423828125,157.8370361328125,146.8916473388672,20424255
2010-03-09,155.33389282226562,155.33389282226562,150.98057556152344,153.56288146972656,142.9138641357422,57668210
2010-03-10,153.94874572753906,156.87733459472656,153.44415283203125,154.09715270996094,143.41107177734375,22771045
